iter	Passed	Remaining
196	248	1014
197	249	1009
198	249	1004
199	249	999
200	250	995
201	250	990
202	251	985
203	251	981
204	251	976
205	252	972
206	252	968
207	253	964
208	253	959
209	253	955
210	254	951
211	254	946
212	255	942
213	255	938
214	255	934
215	256	930
216	256	926
217	257	922
218	257	918
219	258	914
220	258	910
221	258	906
222	259	903
223	259	899
224	259	895
225	260	892
226	261	888
227	261	885
228	261	881
229	262	878
230	262	875
231	263	871
232	263	868
233	264	864
234	264	861
235	264	857
236	265	854
237	265	850
238	266	847
239	266	844
240	266	840
241	267	837
242	267	834
243	268	830
244	268	827
245	268	824
246	269	821
247	269	818
248	270	814
249	270	811
250	270	808
251	271	805
252	271	802
253	272	799
254	272	796
255	272	793
256	273	790
257	273	786
258	274	783
259	274	780
260	274	778
261	275	775
262	275	772
263	276	769
264	276	766
265	276	763
266	277	760
267	277	758
268	277	755
269	278	752
270	278	750
271	279	747
272	279	745
273	280	742
274	280	740
275	281	737
276	281	735
277	282	732
278	282	729
279	282	727
280	283	724
281	283	722
282	284	719
283	284	717
284	284	714
285	285	711
286	285	709
287	285	706
288	286	704
289	286	702
290	287	699
291	287	697
292	288	694
293	288	692
294	288	690
295	289	687
296	289	685
297	290	683
298	290	680
299	290	678
300	291	676
301	291	674
302	292	671
303	292	669
304	292	667
305	293	665
306	293	663
307	294	660
308	294	658
309	294	656
310	295	654
311	295	652
312	296	649
313	296	647
314	296	645
315	297	643
316	297	641
317	298	639
318	298	637
319	298	635
320	299	632
321	299	630
322	300	628
323	300	626
324	300	624
325	301	622
326	301	620
327	302	618
328	302	616
329	302	614
330	303	612
331	303	610
332	304	608
333	304	607
334	304	605
335	305	603
336	305	601
337	306	599
338	306	597
339	306	595
340	307	594
341	307	592
342	308	590
343	308	588
344	308	586
345	309	584
346	309	582
347	310	580
348	310	578
349	310	577
350	311	575
351	311	573
352	311	571
353	312	569
354	312	568
355	313	566
356	313	564
357	313	562
358	314	561
359	314	559
360	315	557
361	315	556
362	315	554
363	316	552
364	316	551
365	317	549
366	317	547
367	317	546
368	318	544
369	318	542
370	319	541
371	319	539
372	319	537
373	320	536
374	320	534
375	321	532
376	321	531
377	321	529
378	322	528
379	322	526
380	323	524
381	323	523
382	323	521
383	324	520
384	324	518
385	325	517
386	325	515
387	325	513
388	326	512
389	326	510
390	326	509
391	327	507
392	327	506
393	328	504
394	328	503
395	328	501
396	329	500
397	329	498
398	330	497
399	330	495
400	330	494
401	331	492
402	331	491
403	332	489
404	332	488
405	332	486
406	333	485
407	333	484
408	333	482
409	334	481
410	334	479
411	335	478
412	335	476
413	335	475
414	336	474
415	336	472
416	337	471
417	337	469
418	337	468
419	338	467
420	338	465
421	339	464
422	339	463
423	339	461
424	340	460
425	340	458
426	341	457
427	341	456
428	341	454
429	342	453
430	342	452
431	342	450
432	343	449
433	343	448
434	344	446
435	344	445
436	344	444
437	345	443
438	345	441
439	346	440
440	346	439
441	346	437
442	347	436
443	347	435
444	348	434
445	348	432
446	348	431
447	349	430
448	349	428
449	349	427
450	350	426
451	350	425
452	351	423
453	351	422
454	351	421
455	352	420
456	352	419
457	353	418
458	353	417
459	354	416
460	355	415
461	355	414
462	356	413
463	356	411
464	357	410
465	357	409
466	358	408
467	358	407
468	358	406
469	359	405
470	359	404
471	360	402
472	360	401
473	361	400
474	361	399
475	361	398
476	362	397
477	362	396
478	363	394
479	363	393
480	364	392
481	364	391
482	364	390
483	365	389
484	365	388
485	366	387
486	366	386
487	366	384
488	367	383
489	367	382
490	368	381
491	368	380
492	368	379
493	369	378
494	369	377
495	369	375
496	370	374
497	370	373
498	371	372
499	371	371
500	371	370
501	372	369
502	372	368
503	373	367
504	373	366
505	373	364
506	374	363
507	374	362
508	375	361
509	375	360
510	376	359
511	376	358
512	377	358
513	377	357
514	378	356
515	378	355
516	379	354
517	379	353
518	380	352
519	380	351
520	381	350
521	381	349
522	382	348
523	382	347
524	382	346
525	383	345
526	383	344
527	384	343
528	384	342
529	385	341
530	385	340
531	386	339
532	386	338
533	387	337
534	387	336
535	388	336
536	388	335
537	389	334
538	389	333
539	389	332
540	390	331
541	390	330
542	391	329
543	391	328
544	392	327
545	392	326
546	392	325
547	393	324
548	393	323
549	394	322
550	394	321
551	394	320
552	395	319
553	395	318
554	396	317
555	396	316
556	396	315
557	397	314
558	397	313
559	397	312
560	398	311
561	398	310
562	399	309
563	399	308
564	399	307
565	400	306
566	400	305
567	401	305
568	401	304
569	401	303
570	402	302
571	402	301
572	403	300
573	403	299
574	403	298
575	404	297
576	404	296
577	404	295
578	405	294
579	405	293
580	406	292
581	406	291
582	406	291
583	407	290
584	407	289
585	408	288
586	408	287
587	408	286
588	409	285
589	409	284
590	410	283
591	410	282
592	410	281
593	411	281
594	411	280
595	411	279
596	412	278
597	412	277
598	413	276
599	413	275
600	413	274
601	414	273
602	414	273
603	415	272
604	415	271
605	416	270
606	416	269
607	416	268
608	417	267
609	417	267
610	418	266
611	418	265
612	419	264
613	419	263
614	419	262
615	420	261
616	420	261
617	420	260
618	421	259
619	421	258
620	422	257
621	422	256
622	422	255
623	423	255
624	423	254
625	424	253
626	424	252
627	424	251
628	425	250
629	425	250
630	426	249
631	426	248
632	426	247
633	427	246
634	427	245
635	427	244
636	428	244
637	428	243
638	429	242
639	429	241
640	429	240
641	430	239
642	430	239
643	431	238
644	431	237
645	431	236
646	432	235
647	432	235
648	433	234
649	433	233
650	433	232
651	434	231
652	434	230
653	434	230
654	435	229
655	435	228
656	436	227
657	436	226
658	436	226
659	437	225
660	437	224
661	438	223
662	438	222
663	439	222
664	439	221
665	439	220
666	440	219
667	440	218
668	440	218
669	441	217
670	441	216
671	442	215
672	442	215
673	442	214
674	443	213
675	443	212
676	444	211
677	444	211
678	444	210
679	445	209
680	445	208
681	446	208
682	446	207
683	446	206
684	447	205
685	447	204
686	448	204
687	448	203
688	448	202
689	449	201
690	449	201
691	450	200
692	450	199
693	450	198
694	451	198
695	451	197
696	452	196
697	452	195
698	452	194
699	453	194
700	453	193
701	453	192
702	454	191
703	454	191
704	455	190
705	455	189
706	455	188
707	456	188
708	456	187
709	457	186
710	457	185
711	457	185
712	458	184
713	458	183
714	459	183
715	459	182
716	459	181
717	460	180
718	460	180
719	461	179
720	461	178
721	461	177
722	462	177
723	462	176
724	463	175
725	463	175
726	464	174
727	464	173
728	465	173
729	465	172
730	466	171
731	466	170
732	466	170
733	467	169
734	467	168
735	468	167
736	468	167
737	468	166
738	469	165
739	469	165
740	470	164
741	470	163
742	470	162
743	471	162
744	471	161
745	472	160
746	472	160
747	473	159
748	473	158
749	473	157
750	474	157
751	474	156
752	474	155
753	475	155
754	475	154
755	476	153
756	476	152
757	476	152
758	477	151
759	477	150
760	478	150
761	478	149
762	478	148
763	479	148
764	479	147
765	480	146
766	480	146
767	481	145
768	481	144
769	481	143
770	482	143
771	482	142
772	483	141
773	483	141
774	483	140
775	484	139
776	484	139
777	485	138
778	485	137
779	485	137
780	486	136
781	486	135
782	487	135
783	487	134
784	488	133
785	488	132
786	488	132
787	489	131
788	489	130
789	489	130
790	490	129
791	490	128
792	491	128
793	491	127
794	491	126
795	492	126
796	492	125
797	493	124
798	493	124
799	493	123
800	494	122
801	494	122
802	495	121
803	495	120
804	495	120
805	496	119
806	496	118
807	496	118
808	497	117
809	497	116
810	498	116
811	498	115
812	498	114
813	499	114
814	499	113
815	500	112
816	500	112
817	500	111
818	501	110
819	501	110
820	502	109
821	502	108
822	502	108
823	503	107
824	503	106
825	504	106
826	504	105
827	504	104
828	505	104
829	505	103
830	505	102
831	506	102
832	506	101
833	507	100
834	507	100
835	508	99
836	508	99
837	508	98
838	509	97
839	509	97
840	509	96
841	510	95
842	510	95
843	511	94
844	511	93
845	511	93
846	512	92
847	512	91
848	513	91
849	513	90
850	514	90
851	514	89
852	515	88
853	515	88
854	516	87
855	516	86
856	517	86
857	517	85
858	518	85
859	518	84
860	518	83
861	519	83
862	519	82
863	520	81
864	520	81
865	520	80
866	521	79
867	521	79
868	521	78
869	522	78
870	522	77
871	523	76
872	523	76
873	523	75
874	524	74
875	524	74
876	525	73
877	525	73
878	525	72
879	526	71
880	526	71
881	527	70
882	527	69
883	528	69
884	528	68
885	529	68
886	529	67
887	529	66
888	530	66
889	530	65
890	531	64
891	531	64
892	532	63
893	532	63
894	533	62
895	533	61
896	533	61
897	534	60
898	534	60
899	535	59
900	535	58
901	535	58
902	536	57
903	536	56
904	537	56
905	537	55
906	537	55
907	538	54
908	538	53
909	539	53
910	539	52
911	539	52
912	540	51
913	540	50
914	541	50
915	541	49
916	542	49
917	542	48
918	543	47
919	543	47
920	543	46
921	544	46
922	544	45
923	545	44
924	545	44
925	545	43
926	546	43
927	546	42
928	546	41
929	547	41
930	547	40
931	548	39
932	548	39
933	548	38
934	549	38
935	549	37
936	550	36
937	550	36
938	550	35
939	551	35
940	551	34
941	551	33
942	552	33
943	552	32
944	553	32
945	553	31
946	553	31
947	554	30
948	554	29
949	555	29
950	555	28
951	556	28
952	556	27
953	556	26
954	557	26
955	557	25
956	558	25
957	558	24
958	558	23
959	559	23
960	559	22
961	560	22
962	560	21
963	560	20
964	561	20
965	561	19
966	562	19
967	562	18
968	562	18
969	563	17
970	563	16
971	564	16
972	564	15
973	564	15
974	565	14
975	565	13
976	565	13
977	566	12
978	566	12
979	567	11
980	567	10
981	567	10
982	568	9
983	568	9
984	569	8
985	569	8
986	569	7
987	570	6
988	570	6
989	571	5
990	571	5
991	571	4
992	572	4
993	572	3
994	573	2
995	573	2
996	573	1
997	574	1
998	574	0
999	574	0
